"UF","CIDADE","COD_IBGE","TURNO","CANDIDATURA","PARTIDO","DATA","PERCENTUAL","INSTITUTO","REGISTRO_TSE","AMOSTRA"
"GO","Goiânia",5208707,1,"Samuel Almeida","PROS",2020-10-02,1,"Ibope","GO-01290/2020",602
"GO","Goiânia",5208707,1,"Talles Barreto","PSDB",2020-10-02,1,"Ibope","GO-01290/2020",602
"GO","Goiânia",5208707,1,"Vanderlan","PSD",2020-10-02,21,"Ibope","GO-01290/2020",602
"GO","Goiânia",5208707,1,"Vinícius Gomes","PCO",2020-10-02,1,"Ibope","GO-01290/2020",602
"GO","Goiânia",5208707,1,"Virmondes","CID",2020-10-02,1,"Ibope","GO-01290/2020",602
"GO","Goiânia",5208707,1,"Alysson Lima","SD",2020-10-04,2,"Directa","GO-02835/2020",801
"GO","Goiânia",5208707,1,"Antônio Neto","PCB",2020-10-04,0,"Directa","GO-02835/2020",801
"GO","Goiânia",5208707,1,"Brancos/nulos/indecisos",NA,2020-10-04,14,"Directa","GO-02835/2020",801
"GO","Goiânia",5208707,1,"Cristiano Cunha","PV",2020-10-04,0,"Directa","GO-02835/2020",801
"GO","Goiânia",5208707,1,"Del. Adriana","PT",2020-10-04,9,"Directa","GO-02835/2020",801
"GO","Goiânia",5208707,1,"Dra. Cristina","PL",2020-10-04,1,"Directa","GO-02835/2020",801
"GO","Goiânia",5208707,1,"Elias Vaz","PSB",2020-10-04,3,"Directa","GO-02835/2020",801
"GO","Goiânia",5208707,1,"Fábio Junior","UP",2020-10-04,0,"Directa","GO-02835/2020",801
"GO","Goiânia",5208707,1,"Gustavo Gayer","DC",2020-10-04,1,"Directa","GO-02835/2020",801
"GO","Goiânia",5208707,1,"Maguito Vilela","MDB",2020-10-04,29,"Directa","GO-02835/2020",801
"GO","Goiânia",5208707,1,"Major Araújo","PSL",2020-10-04,1,"Directa","GO-02835/2020",801
"GO","Goiânia",5208707,1,"Manu Jacob","PSOL",2020-10-04,0,"Directa","GO-02835/2020",801
"GO","Goiânia",5208707,1,"Samuel Almeida","PROS",2020-10-04,0,"Directa","GO-02835/2020",801
"GO","Goiânia",5208707,1,"Talles Barreto","PSDB",2020-10-04,3,"Directa","GO-02835/2020",801
"GO","Goiânia",5208707,1,"Vanderlan","PSD",2020-10-04,35,"Directa","GO-02835/2020",801
"GO","Goiânia",5208707,1,"Vinícius Gomes","PCO",2020-10-04,0,"Directa","GO-02835/2020",801
"GO","Goiânia",5208707,1,"Virmondes","CID",2020-10-04,1,"Directa","GO-02835/2020",801
"GO","Goiânia",5208707,1,"Alysson Lima","SD",2020-10-06,1,"RealTime","GO-06471/2020",850
"GO","Goiânia",5208707,1,"Antônio Neto","PCB",2020-10-06,0,"RealTime","GO-06471/2020",850
"GO","Goiânia",5208707,1,"Brancos/nulos/indecisos",NA,2020-10-06,35,"RealTime","GO-06471/2020",850
"GO","Goiânia",5208707,1,"Cristiano Cunha","PV",2020-10-06,0,"RealTime","GO-06471/2020",850
"GO","Goiânia",5208707,1,"Del. Adriana","PT",2020-10-06,9,"RealTime","GO-06471/2020",850
"GO","Goiânia",5208707,1,"Dra. Cristina","PL",2020-10-06,4,"RealTime","GO-06471/2020",850
"GO","Goiânia",5208707,1,"Elias Vaz","PSB",2020-10-06,5,"RealTime","GO-06471/2020",850
"GO","Goiânia",5208707,1,"Fábio Junior","UP",2020-10-06,0,"RealTime","GO-06471/2020",850
"GO","Goiânia",5208707,1,"Gustavo Gayer","DC",2020-10-06,1,"RealTime","GO-06471/2020",850
"GO","Goiânia",5208707,1,"Maguito Vilela","MDB",2020-10-06,15,"RealTime","GO-06471/2020",850
"GO","Goiânia",5208707,1,"Major Araújo","PSL",2020-10-06,3,"RealTime","GO-06471/2020",850
"GO","Goiânia",5208707,1,"Manu Jacob","PSOL",2020-10-06,1,"RealTime","GO-06471/2020",850
"GO","Goiânia",5208707,1,"Samuel Almeida","PROS",2020-10-06,1,"RealTime","GO-06471/2020",850
"GO","Goiânia",5208707,1,"Talles Barreto","PSDB",2020-10-06,0,"RealTime","GO-06471/2020",850
"GO","Goiânia",5208707,1,"Vanderlan","PSD",2020-10-06,21,"RealTime","GO-06471/2020",850
"GO","Goiânia",5208707,1,"Vinícius Gomes","PCO",2020-10-06,0,"RealTime","GO-06471/2020",850
"GO","Goiânia",5208707,1,"Virmondes","CID",2020-10-06,4,"RealTime","GO-06471/2020",850
"GO","Goiânia",5208707,1,"Alysson Lima","SD",2020-10-08,5,"Foxmappin","GO-00178/2020",784
"GO","Goiânia",5208707,1,"Antônio Neto","PCB",2020-10-08,0,"Foxmappin","GO-00178/2020",784
"GO","Goiânia",5208707,1,"Brancos/nulos/indecisos",NA,2020-10-08,21,"Foxmappin","GO-00178/2020",784
"GO","Goiânia",5208707,1,"Cristiano Cunha","PV",2020-10-08,0,"Foxmappin","GO-00178/2020",784
"GO","Goiânia",5208707,1,"Del. Adriana","PT",2020-10-08,18,"Foxmappin","GO-00178/2020",784
"GO","Goiânia",5208707,1,"Dra. Cristina","PL",2020-10-08,3,"Foxmappin","GO-00178/2020",784
"GO","Goiânia",5208707,1,"Elias Vaz","PSB",2020-10-08,1,"Foxmappin","GO-00178/2020",784
"GO","Goiânia",5208707,1,"Fábio Junior","UP",2020-10-08,7,"Foxmappin","GO-00178/2020",784
"GO","Goiânia",5208707,1,"Gustavo Gayer","DC",2020-10-08,1,"Foxmappin","GO-00178/2020",784
"GO","Goiânia",5208707,1,"Maguito Vilela","MDB",2020-10-08,19,"Foxmappin","GO-00178/2020",784
"GO","Goiânia",5208707,1,"Major Araújo","PSL",2020-10-08,3,"Foxmappin","GO-00178/2020",784
"GO","Goiânia",5208707,1,"Manu Jacob","PSOL",2020-10-08,3,"Foxmappin","GO-00178/2020",784
"GO","Goiânia",5208707,1,"Samuel Almeida","PROS",2020-10-08,0,"Foxmappin","GO-00178/2020",784
"GO","Goiânia",5208707,1,"Talles Barreto","PSDB",2020-10-08,0,"Foxmappin","GO-00178/2020",784
"GO","Goiânia",5208707,1,"Vanderlan","PSD",2020-10-08,19,"Foxmappin","GO-00178/2020",784
"GO","Goiânia",5208707,1,"Vinícius Gomes","PCO",2020-10-08,0,"Foxmappin","GO-00178/2020",784
"GO","Goiânia",5208707,1,"Virmondes","CID",2020-10-08,0,"Foxmappin","GO-00178/2020",784
"GO","Goiânia",5208707,1,"Alysson Lima","SD",2020-10-09,5,"Grupom","GO-04033/2020",591
"GO","Goiânia",5208707,1,"Antônio Neto","PCB",2020-10-09,0,"Grupom","GO-04033/2020",591
"GO","Goiânia",5208707,1,"Brancos/nulos/indecisos",NA,2020-10-09,23,"Grupom","GO-04033/2020",591
"GO","Goiânia",5208707,1,"Cristiano Cunha","PV",2020-10-09,1,"Grupom","GO-04033/2020",591
"GO","Goiânia",5208707,1,"Del. Adriana","PT",2020-10-09,13,"Grupom","GO-04033/2020",591
"GO","Goiânia",5208707,1,"Dra. Cristina","PL",2020-10-09,2,"Grupom","GO-04033/2020",591
"GO","Goiânia",5208707,1,"Elias Vaz","PSB",2020-10-09,3,"Grupom","GO-04033/2020",591
"GO","Goiânia",5208707,1,"Fábio Junior","UP",2020-10-09,1,"Grupom","GO-04033/2020",591
"GO","Goiânia",5208707,1,"Gustavo Gayer","DC",2020-10-09,2,"Grupom","GO-04033/2020",591
"GO","Goiânia",5208707,1,"Maguito Vilela","MDB",2020-10-09,16,"Grupom","GO-04033/2020",591
"GO","Goiânia",5208707,1,"Major Araújo","PSL",2020-10-09,3,"Grupom","GO-04033/2020",591
"GO","Goiânia",5208707,1,"Manu Jacob","PSOL",2020-10-09,1,"Grupom","GO-04033/2020",591
"GO","Goiânia",5208707,1,"Samuel Almeida","PROS",2020-10-09,1,"Grupom","GO-04033/2020",591
"GO","Goiânia",5208707,1,"Talles Barreto","PSDB",2020-10-09,1,"Grupom","GO-04033/2020",591
"GO","Goiânia",5208707,1,"Vanderlan","PSD",2020-10-09,28,"Grupom","GO-04033/2020",591
"GO","Goiânia",5208707,1,"Vinícius Gomes","PCO",2020-10-09,0,"Grupom","GO-04033/2020",591
"GO","Goiânia",5208707,1,"Virmondes","CID",2020-10-09,2,"Grupom","GO-04033/2020",591
"GO","Goiânia",5208707,1,"Alysson Lima","SD",2020-10-09,4,"Directa","GO-06521/2020",1002
"GO","Goiânia",5208707,1,"Antônio Neto","PCB",2020-10-09,0,"Directa","GO-06521/2020",1002
"GO","Goiânia",5208707,1,"Brancos/nulos/indecisos",NA,2020-10-09,16,"Directa","GO-06521/2020",1002
"GO","Goiânia",5208707,1,"Cristiano Cunha","PV",2020-10-09,0,"Directa","GO-06521/2020",1002
"GO","Goiânia",5208707,1,"Del. Adriana","PT",2020-10-09,13,"Directa","GO-06521/2020",1002
"GO","Goiânia",5208707,1,"Dra. Cristina","PL",2020-10-09,1,"Directa","GO-06521/2020",1002
"GO","Goiânia",5208707,1,"Elias Vaz","PSB",2020-10-09,4,"Directa","GO-06521/2020",1002
"GO","Goiânia",5208707,1,"Fábio Junior","UP",2020-10-09,1,"Directa","GO-06521/2020",1002
"GO","Goiânia",5208707,1,"Gustavo Gayer","DC",2020-10-09,1,"Directa","GO-06521/2020",1002
"GO","Goiânia",5208707,1,"Maguito Vilela","MDB",2020-10-09,21,"Directa","GO-06521/2020",1002
"GO","Goiânia",5208707,1,"Major Araújo","PSL",2020-10-09,2,"Directa","GO-06521/2020",1002
"GO","Goiânia",5208707,1,"Manu Jacob","PSOL",2020-10-09,0,"Directa","GO-06521/2020",1002
"GO","Goiânia",5208707,1,"Samuel Almeida","PROS",2020-10-09,0,"Directa","GO-06521/2020",1002
"GO","Goiânia",5208707,1,"Talles Barreto","PSDB",2020-10-09,4,"Directa","GO-06521/2020",1002
"GO","Goiânia",5208707,1,"Vanderlan","PSD",2020-10-09,30,"Directa","GO-06521/2020",1002
"GO","Goiânia",5208707,1,"Vinícius Gomes","PCO",2020-10-09,0,"Directa","GO-06521/2020",1002
"GO","Goiânia",5208707,1,"Virmondes","CID",2020-10-09,1,"Directa","GO-06521/2020",1002
"GO","Goiânia",5208707,1,"Alysson Lima","SD",2020-10-15,4,"Serpes","GO-03304/2020",601
"GO","Goiânia",5208707,1,"Antônio Neto","PCB",2020-10-15,2,"Serpes","GO-03304/2020",601
"GO","Goiânia",5208707,1,"Brancos/nulos/indecisos",NA,2020-10-15,27,"Serpes","GO-03304/2020",601
"GO","Goiânia",5208707,1,"Cristiano Cunha","PV",2020-10-15,0,"Serpes","GO-03304/2020",601
"GO","Goiânia",5208707,1,"Del. Adriana","PT",2020-10-15,13,"Serpes","GO-03304/2020",601
"GO","Goiânia",5208707,1,"Dra. Cristina","PL",2020-10-15,0,"Serpes","GO-03304/2020",601
"GO","Goiânia",5208707,1,"Elias Vaz","PSB",2020-10-15,4,"Serpes","GO-03304/2020",601
"GO","Goiânia",5208707,1,"Fábio Junior","UP",2020-10-15,0,"Serpes","GO-03304/2020",601
"GO","Goiânia",5208707,1,"Gustavo Gayer","DC",2020-10-15,1,"Serpes","GO-03304/2020",601
"GO","Goiânia",5208707,1,"Maguito Vilela","MDB",2020-10-15,17,"Serpes","GO-03304/2020",601
"GO","Goiânia",5208707,1,"Major Araújo","PSL",2020-10-15,3,"Serpes","GO-03304/2020",601
"GO","Goiânia",5208707,1,"Manu Jacob","PSOL",2020-10-15,1,"Serpes","GO-03304/2020",601
"GO","Goiânia",5208707,1,"Samuel Almeida","PROS",2020-10-15,0,"Serpes","GO-03304/2020",601
"GO","Goiânia",5208707,1,"Talles Barreto","PSDB",2020-10-15,0,"Serpes","GO-03304/2020",601
"GO","Goiânia",5208707,1,"Vanderlan","PSD",2020-10-15,26,"Serpes","GO-03304/2020",601
"GO","Goiânia",5208707,1,"Vinícius Gomes","PCO",2020-10-15,0,"Serpes","GO-03304/2020",601
"GO","Goiânia",5208707,1,"Virmondes","CID",2020-10-15,1,"Serpes","GO-03304/2020",601
"GO","Goiânia",5208707,1,"Alysson Lima","SD",2020-10-16,4,"Diagnóstico","GO-05451/2020",625
"GO","Goiânia",5208707,1,"Antônio Neto","PCB",2020-10-16,0,"Diagnóstico","GO-05451/2020",625
"GO","Goiânia",5208707,1,"Brancos/nulos/indecisos",NA,2020-10-16,17,"Diagnóstico","GO-05451/2020",625
"GO","Goiânia",5208707,1,"Cristiano Cunha","PV",2020-10-16,0,"Diagnóstico","GO-05451/2020",625
"GO","Goiânia",5208707,1,"Del. Adriana","PT",2020-10-16,14,"Diagnóstico","GO-05451/2020",625
"GO","Goiânia",5208707,1,"Dra. Cristina","PL",2020-10-16,0,"Diagnóstico","GO-05451/2020",625
"GO","Goiânia",5208707,1,"Elias Vaz","PSB",2020-10-16,3,"Diagnóstico","GO-05451/2020",625
"GO","Goiânia",5208707,1,"Fábio Junior","UP",2020-10-16,0,"Diagnóstico","GO-05451/2020",625
"GO","Goiânia",5208707,1,"Gustavo Gayer","DC",2020-10-16,0,"Diagnóstico","GO-05451/2020",625
"GO","Goiânia",5208707,1,"Maguito Vilela","MDB",2020-10-16,28,"Diagnóstico","GO-05451/2020",625
"GO","Goiânia",5208707,1,"Major Araújo","PSL",2020-10-16,4,"Diagnóstico","GO-05451/2020",625
"GO","Goiânia",5208707,1,"Manu Jacob","PSOL",2020-10-16,0,"Diagnóstico","GO-05451/2020",625
"GO","Goiânia",5208707,1,"Samuel Almeida","PROS",2020-10-16,3,"Diagnóstico","GO-05451/2020",625
"GO","Goiânia",5208707,1,"Talles Barreto","PSDB",2020-10-16,2,"Diagnóstico","GO-05451/2020",625
"GO","Goiânia",5208707,1,"Vanderlan","PSD",2020-10-16,26,"Diagnóstico","GO-05451/2020",625
"GO","Goiânia",5208707,1,"Vinícius Gomes","PCO",2020-10-16,0,"Diagnóstico","GO-05451/2020",625
"GO","Goiânia",5208707,1,"Virmondes","CID",2020-10-16,0,"Diagnóstico","GO-05451/2020",625
"GO","Goiânia",5208707,1,"Alysson Lima","SD",2020-10-17,5,"RealTime","GO-01204/2020",1050
"GO","Goiânia",5208707,1,"Antônio Neto","PCB",2020-10-17,0,"RealTime","GO-01204/2020",1050
"GO","Goiânia",5208707,1,"Brancos/nulos/indecisos",NA,2020-10-17,22,"RealTime","GO-01204/2020",1050
"GO","Goiânia",5208707,1,"Cristiano Cunha","PV",2020-10-17,1,"RealTime","GO-01204/2020",1050
"GO","Goiânia",5208707,1,"Del. Adriana","PT",2020-10-17,13,"RealTime","GO-01204/2020",1050
"GO","Goiânia",5208707,1,"Dra. Cristina","PL",2020-10-17,2,"RealTime","GO-01204/2020",1050
"GO","Goiânia",5208707,1,"Elias Vaz","PSB",2020-10-17,4,"RealTime","GO-01204/2020",1050
"GO","Goiânia",5208707,1,"Fábio Junior","UP",2020-10-17,0,"RealTime","GO-01204/2020",1050
"GO","Goiânia",5208707,1,"Gustavo Gayer","DC",2020-10-17,2,"RealTime","GO-01204/2020",1050
"GO","Goiânia",5208707,1,"Maguito Vilela","MDB",2020-10-17,17,"RealTime","GO-01204/2020",1050
"GO","Goiânia",5208707,1,"Major Araújo","PSL",2020-10-17,2,"RealTime","GO-01204/2020",1050
"GO","Goiânia",5208707,1,"Manu Jacob","PSOL",2020-10-17,0,"RealTime","GO-01204/2020",1050
"GO","Goiânia",5208707,1,"Samuel Almeida","PROS",2020-10-17,0,"RealTime","GO-01204/2020",1050
"GO","Goiânia",5208707,1,"Talles Barreto","PSDB",2020-10-17,1,"RealTime","GO-01204/2020",1050
"GO","Goiânia",5208707,1,"Vanderlan","PSD",2020-10-17,28,"RealTime","GO-01204/2020",1050
"GO","Goiânia",5208707,1,"Vinícius Gomes","PCO",2020-10-17,0,"RealTime","GO-01204/2020",1050
"GO","Goiânia",5208707,1,"Virmondes","CID",2020-10-17,2,"RealTime","GO-01204/2020",1050
"GO","Goiânia",5208707,1,"Alysson Lima","SD",2020-10-18,4,"Grupom","GO-07142/2020",603
"GO","Goiânia",5208707,1,"Antônio Neto","PCB",2020-10-18,0,"Grupom","GO-07142/2020",603
"GO","Goiânia",5208707,1,"Brancos/nulos/indecisos",NA,2020-10-18,16,"Grupom","GO-07142/2020",603
"GO","Goiânia",5208707,1,"Cristiano Cunha","PV",2020-10-18,0,"Grupom","GO-07142/2020",603
"GO","Goiânia",5208707,1,"Del. Adriana","PT",2020-10-18,11,"Grupom","GO-07142/2020",603
"GO","Goiânia",5208707,1,"Dra. Cristina","PL",2020-10-18,1,"Grupom","GO-07142/2020",603
"GO","Goiânia",5208707,1,"Elias Vaz","PSB",2020-10-18,5,"Grupom","GO-07142/2020",603
"GO","Goiânia",5208707,1,"Fábio Junior","UP",2020-10-18,0,"Grupom","GO-07142/2020",603
"GO","Goiânia",5208707,1,"Gustavo Gayer","DC",2020-10-18,1,"Grupom","GO-07142/2020",603
"GO","Goiânia",5208707,1,"Maguito Vilela","MDB",2020-10-18,28,"Grupom","GO-07142/2020",603
"GO","Goiânia",5208707,1,"Major Araújo","PSL",2020-10-18,3,"Grupom","GO-07142/2020",603
"GO","Goiânia",5208707,1,"Manu Jacob","PSOL",2020-10-18,0,"Grupom","GO-07142/2020",603
"GO","Goiânia",5208707,1,"Samuel Almeida","PROS",2020-10-18,1,"Grupom","GO-07142/2020",603
"GO","Goiânia",5208707,1,"Talles Barreto","PSDB",2020-10-18,0,"Grupom","GO-07142/2020",603
"GO","Goiânia",5208707,1,"Vanderlan","PSD",2020-10-18,27,"Grupom","GO-07142/2020",603
"GO","Goiânia",5208707,1,"Vinícius Gomes","PCO",2020-10-18,0,"Grupom","GO-07142/2020",603
"GO","Goiânia",5208707,1,"Virmondes","CID",2020-10-18,2,"Grupom","GO-07142/2020",603
"GO","Goiânia",5208707,1,"Alysson Lima","SD",2020-10-21,4,"Ibope","GO-07340/2020",602
"GO","Goiânia",5208707,1,"Antônio Neto","PCB",2020-10-21,0,"Ibope","GO-07340/2020",602
"GO","Goiânia",5208707,1,"Brancos/nulos/indecisos",NA,2020-10-21,16,"Ibope","GO-07340/2020",602
"GO","Goiânia",5208707,1,"Cristiano Cunha","PV",2020-10-21,0,"Ibope","GO-07340/2020",602
"GO","Goiânia",5208707,1,"Del. Adriana","PT",2020-10-21,11,"Ibope","GO-07340/2020",602
"GO","Goiânia",5208707,1,"Dra. Cristina","PL",2020-10-21,1,"Ibope","GO-07340/2020",602
"GO","Goiânia",5208707,1,"Elias Vaz","PSB",2020-10-21,5,"Ibope","GO-07340/2020",602
"GO","Goiânia",5208707,1,"Fábio Junior","UP",2020-10-21,0,"Ibope","GO-07340/2020",602
"GO","Goiânia",5208707,1,"Gustavo Gayer","DC",2020-10-21,1,"Ibope","GO-07340/2020",602
"GO","Goiânia",5208707,1,"Maguito Vilela","MDB",2020-10-21,27,"Ibope","GO-07340/2020",602
"GO","Goiânia",5208707,1,"Major Araújo","PSL",2020-10-21,3,"Ibope","GO-07340/2020",602
"GO","Goiânia",5208707,1,"Manu Jacob","PSOL",2020-10-21,0,"Ibope","GO-07340/2020",602
"GO","Goiânia",5208707,1,"Samuel Almeida","PROS",2020-10-21,1,"Ibope","GO-07340/2020",602
"GO","Goiânia",5208707,1,"Talles Barreto","PSDB",2020-10-21,0,"Ibope","GO-07340/2020",602
"GO","Goiânia",5208707,1,"Vanderlan","PSD",2020-10-21,27,"Ibope","GO-07340/2020",602
"GO","Goiânia",5208707,1,"Vinícius Gomes","PCO",2020-10-21,0,"Ibope","GO-07340/2020",602
"GO","Goiânia",5208707,1,"Virmondes","CID",2020-10-21,2,"Ibope","GO-07340/2020",602
"GO","Goiânia",5208707,1,"Alysson Lima","SD",2020-10-23,4,"Sagres","GO-07328/2020",625
"GO","Goiânia",5208707,1,"Antônio Neto","PCB",2020-10-23,0,"Sagres","GO-07328/2020",625
"GO","Goiânia",5208707,1,"Brancos/nulos/indecisos",NA,2020-10-23,30,"Sagres","GO-07328/2020",625
"GO","Goiânia",5208707,1,"Cristiano Cunha","PV",2020-10-23,0,"Sagres","GO-07328/2020",625
"GO","Goiânia",5208707,1,"Del. Adriana","PT",2020-10-23,10,"Sagres","GO-07328/2020",625
"GO","Goiânia",5208707,1,"Dra. Cristina","PL",2020-10-23,1,"Sagres","GO-07328/2020",625
"GO","Goiânia",5208707,1,"Elias Vaz","PSB",2020-10-23,4,"Sagres","GO-07328/2020",625
"GO","Goiânia",5208707,1,"Fábio Junior","UP",2020-10-23,0,"Sagres","GO-07328/2020",625
"GO","Goiânia",5208707,1,"Gustavo Gayer","DC",2020-10-23,1,"Sagres","GO-07328/2020",625
"GO","Goiânia",5208707,1,"Maguito Vilela","MDB",2020-10-23,30,"Sagres","GO-07328/2020",625
"GO","Goiânia",5208707,1,"Major Araújo","PSL",2020-10-23,3,"Sagres","GO-07328/2020",625
"GO","Goiânia",5208707,1,"Manu Jacob","PSOL",2020-10-23,0,"Sagres","GO-07328/2020",625
"GO","Goiânia",5208707,1,"Samuel Almeida","PROS",2020-10-23,0,"Sagres","GO-07328/2020",625
"GO","Goiânia",5208707,1,"Talles Barreto","PSDB",2020-10-23,0,"Sagres","GO-07328/2020",625
"GO","Goiânia",5208707,1,"Vanderlan","PSD",2020-10-23,25,"Sagres","GO-07328/2020",625
"GO","Goiânia",5208707,1,"Vinícius Gomes","PCO",2020-10-23,0,"Sagres","GO-07328/2020",625
"GO","Goiânia",5208707,1,"Virmondes","CID",2020-10-23,0,"Sagres","GO-07328/2020",625
"GO","Goiânia",5208707,1,"Alysson Lima","SD",2020-10-23,4,"RealTime","GO-07679/2020",500
"GO","Goiânia",5208707,1,"Antônio Neto","PCB",2020-10-23,0,"RealTime","GO-07679/2020",500
"GO","Goiânia",5208707,1,"Brancos/nulos/indecisos",NA,2020-10-23,18,"RealTime","GO-07679/2020",500
"GO","Goiânia",5208707,1,"Cristiano Cunha","PV",2020-10-23,1,"RealTime","GO-07679/2020",500
"GO","Goiânia",5208707,1,"Del. Adriana","PT",2020-10-23,13,"RealTime","GO-07679/2020",500
"GO","Goiânia",5208707,1,"Dra. Cristina","PL",2020-10-23,1,"RealTime","GO-07679/2020",500
"GO","Goiânia",5208707,1,"Elias Vaz","PSB",2020-10-23,4,"RealTime","GO-07679/2020",500
"GO","Goiânia",5208707,1,"Fábio Junior","UP",2020-10-23,0,"RealTime","GO-07679/2020",500
"GO","Goiânia",5208707,1,"Gustavo Gayer","DC",2020-10-23,1,"RealTime","GO-07679/2020",500
"GO","Goiânia",5208707,1,"Maguito Vilela","MDB",2020-10-23,20,"RealTime","GO-07679/2020",500
"GO","Goiânia",5208707,1,"Major Araújo","PSL",2020-10-23,3,"RealTime","GO-07679/2020",500
"GO","Goiânia",5208707,1,"Manu Jacob","PSOL",2020-10-23,1,"RealTime","GO-07679/2020",500
"GO","Goiânia",5208707,1,"Samuel Almeida","PROS",2020-10-23,1,"RealTime","GO-07679/2020",500
"GO","Goiânia",5208707,1,"Talles Barreto","PSDB",2020-10-23,1,"RealTime","GO-07679/2020",500
"GO","Goiânia",5208707,1,"Vanderlan","PSD",2020-10-23,29,"RealTime","GO-07679/2020",500
"GO","Goiânia",5208707,1,"Vinícius Gomes","PCO",2020-10-23,1,"RealTime","GO-07679/2020",500
"GO","Goiânia",5208707,1,"Virmondes","CID",2020-10-23,2,"RealTime","GO-07679/2020",500
"GO","Goiânia",5208707,1,"Alysson Lima","SD",2020-10-28,3,"Grupom","GO-01822/2020",603
"GO","Goiânia",5208707,1,"Antônio Neto","PCB",2020-10-28,0,"Grupom","GO-01822/2020",603
"GO","Goiânia",5208707,1,"Brancos/nulos/indecisos",NA,2020-10-28,18,"Grupom","GO-01822/2020",603
"GO","Goiânia",5208707,1,"Cristiano Cunha","PV",2020-10-28,0,"Grupom","GO-01822/2020",603
"GO","Goiânia",5208707,1,"Del. Adriana","PT",2020-10-28,10,"Grupom","GO-01822/2020",603
"GO","Goiânia",5208707,1,"Dra. Cristina","PL",2020-10-28,2,"Grupom","GO-01822/2020",603
"GO","Goiânia",5208707,1,"Elias Vaz","PSB",2020-10-28,6,"Grupom","GO-01822/2020",603
"GO","Goiânia",5208707,1,"Fábio Junior","UP",2020-10-28,1,"Grupom","GO-01822/2020",603
"GO","Goiânia",5208707,1,"Gustavo Gayer","DC",2020-10-28,3,"Grupom","GO-01822/2020",603
"GO","Goiânia",5208707,1,"Maguito Vilela","MDB",2020-10-28,21,"Grupom","GO-01822/2020",603
"GO","Goiânia",5208707,1,"Major Araújo","PSL",2020-10-28,5,"Grupom","GO-01822/2020",603
"GO","Goiânia",5208707,1,"Manu Jacob","PSOL",2020-10-28,1,"Grupom","GO-01822/2020",603
"GO","Goiânia",5208707,1,"Samuel Almeida","PROS",2020-10-28,1,"Grupom","GO-01822/2020",603
"GO","Goiânia",5208707,1,"Talles Barreto","PSDB",2020-10-28,1,"Grupom","GO-01822/2020",603
"GO","Goiânia",5208707,1,"Vanderlan","PSD",2020-10-28,25,"Grupom","GO-01822/2020",603
"GO","Goiânia",5208707,1,"Vinícius Gomes","PCO",2020-10-28,0,"Grupom","GO-01822/2020",603
"GO","Goiânia",5208707,1,"Virmondes","CID",2020-10-28,1,"Grupom","GO-01822/2020",603
"GO","Goiânia",5208707,1,"Alysson Lima","SD",2020-10-29,4,"Serpes","GO-02134/2020",601
"GO","Goiânia",5208707,1,"Antônio Neto","PCB",2020-10-29,1,"Serpes","GO-02134/2020",601
"GO","Goiânia",5208707,1,"Brancos/nulos/indecisos",NA,2020-10-29,18,"Serpes","GO-02134/2020",601
"GO","Goiânia",5208707,1,"Cristiano Cunha","PV",2020-10-29,1,"Serpes","GO-02134/2020",601
"GO","Goiânia",5208707,1,"Del. Adriana","PT",2020-10-29,10,"Serpes","GO-02134/2020",601
"GO","Goiânia",5208707,1,"Dra. Cristina","PL",2020-10-29,1,"Serpes","GO-02134/2020",601
"GO","Goiânia",5208707,1,"Elias Vaz","PSB",2020-10-29,3,"Serpes","GO-02134/2020",601
"GO","Goiânia",5208707,1,"Fábio Junior","UP",2020-10-29,0,"Serpes","GO-02134/2020",601
"GO","Goiânia",5208707,1,"Gustavo Gayer","DC",2020-10-29,2,"Serpes","GO-02134/2020",601
"GO","Goiânia",5208707,1,"Maguito Vilela","MDB",2020-10-29,22,"Serpes","GO-02134/2020",601
"GO","Goiânia",5208707,1,"Major Araújo","PSL",2020-10-29,4,"Serpes","GO-02134/2020",601
